tconst,nconst,category,characters,name,primaryTitle
tt0901476,nm0695435,actor,"[""Fletcher""]",Chris Pratt,Bride Wars
tt0903624,nm0293509,actor,"[""Bilbo""]",Martin Freeman,The Hobbit: An Unexpected Journey
tt0903624,nm0035514,actor,"[""Thorin""]",Richard Armitage,The Hobbit: An Unexpected Journey
tt0903627,nm0842770,actress,"[""Julia""]",Tilda Swinton,Julia
tt0910905,nm0000169,actor,"[""Dave Robicheaux""]",Tommy Lee Jones,In the Electric Mist
tt0914837,nm0935653,actor,"[""Colin Diamond""]",Ray Winstone,44 Inch Chest
tt0914863,nm0000168,actor,"[""Henry Harold 'H' Humphries""]",Samuel L. Jackson,Unthinkable
tt0918940,nm0000168,actor,"[""George Washington Williams""]",Samuel L. Jackson,The Legend of Tarzan
tt0920458,nm0586568,actor,"[""Citronen""]",Mads Mikkelsen,Flame & Citron
tt0932669,nm0177896,actor,"[""Luke Patterson""]",Bradley Cooper,Older Than America
tt0938283,nm0869467,actor,"[""Uncle Iroh""]",Shaun Toub,The Last Airbender
tt0938330,nm3229685,actor,"[""Vincent""]",Kit Harington,Silent Hill: Revelation
tt0938706,nm0810488,actor,"[""Martin""]",Bill Smitrovich,The Last Lullaby
tt0940580,nm1431940,actress,"[""Claire""]",Evangeline Lilly,Afterwards
tt0942385,nm0000375,actor,"[""Kirk Lazarus - Hot LZ""]",Robert Downey Jr.,Tropic Thunder
tt0944835,nm0001401,actress,"[""Evelyn Salt""]",Angelina Jolie,Salt
tt0944835,nm0252230,actor,"[""Peabody""]",Chiwetel Ejiofor,Salt
tt0947798,nm0000204,actress,"[""Nina Sayers""]",Natalie Portman,Black Swan
tt0947798,nm0000204,actress,"[""The Swan Queen""]",Natalie Portman,Black Swan
tt0947798,nm1659221,actor,"[""Andrew""]",Sebastian Stan,Black Swan
tt0947798,nm1659221,actor,"[""Suitor""]",Sebastian Stan,Black Swan
tt0947802,nm0000168,actor,"[""Abel Turner""]",Samuel L. Jackson,Lakeview Terrace
tt0950739,nm0001745,actor,"[""Birger Brosa""]",Stellan Skarsgård,Arn: The Kingdom at the End of the Road
tt0954990,nm0000458,actor,"[""Brett""]",William Hurt,The Yellow Handkerchief
tt0955308,nm0000128,actor,"[""Robin Longstride""]",Russell Crowe,Robin Hood
tt0955308,nm0000949,actress,"[""Marion Loxley""]",Cate Blanchett,Robin Hood
tt0955308,nm0532193,actor,"[""Sheriff of Nottingham""]",Matthew Macfadyen,Robin Hood
tt0955308,nm0000458,actor,"[""William Marshal""]",William Hurt,Robin Hood
tt0959306,nm0000230,actor,"[""Gerald""]",Sylvester Stallone,Reach Me
tt0961108,nm0005351,actor,"[""Michael Taylor""]",Ryan Reynolds,Fireflies in the Garden
tt0961108,nm0000353,actor,"[""Charles Taylor""]",Willem Dafoe,Fireflies in the Garden
tt0961728,nm1002641,actor,"[""Lacey""]",Dominic Cooper,The Escapist
tt0962736,nm0079273,actor,"[""Lord Melbourne""]",Paul Bettany,The Young Victoria
tt0963743,nm1093951,actor,"[""Robbie""]",Aaron Taylor-Johnson,"Angus, Thongs and Perfect Snogging"
tt0963966,nm0000547,actor,"[""Horvath""]",Alfred Molina,The Sorcerer's Apprentice
tt0964517,nm0000288,actor,"[""Dicky Eklund""]",Christian Bale,The Fighter
tt0967945,nm0000474,actor,"[""Frank Logan""]",Michael Keaton,The Merry Gentleman
tt0967945,nm0134072,actor,"[""Michael""]",Bobby Cannavale,The Merry Gentleman
tt0970179,nm0935653,actor,"[""Uncle Claude""]",Ray Winstone,Hugo
tt0970179,nm0836121,actor,"[""Rene Tabard""]",Michael Stuhlbarg,Hugo
tt0970411,nm0429363,actor,"[""Barton Snode""]",Toby Jones,City of Ember
tt0971209,nm1165110,actor,"[""Kale""]",Chris Hemsworth,A Perfect Getaway
tt0974005,nm0272173,actor,"[""Dr. Jackson Charles 'Jack' Freeman""]",Colm Feore,Inconceivable
tt0974014,nm0079273,actor,"[""Charles Darwin""]",Paul Bettany,Creation
tt0975645,nm0000164,actor,"[""Alfred Hitchcock""]",Anthony Hopkins,Hitchcock
tt0975645,nm0424060,actress,"[""Janet Leigh""]",Scarlett Johansson,Hitchcock
tt0975645,nm0836121,actor,"[""Lew Wasserman""]",Michael Stuhlbarg,Hitchcock
tt0977855,nm0123092,actor,"[""Fred""]",Ty Burrell,Fair Game
tt0981072,nm1046097,actress,"[""Colee""]",Rachel McAdams,The Lucky Ones
tt0981072,nm0671567,actor,"[""TK""]",Michael Peña,The Lucky Ones
tt0981227,nm0993507,actress,"[""Norah""]",Kat Dennings,Nick and Norah's Infinite Playlist
tt0983193,nm0429363,actor,"[""Silk""]",Toby Jones,The Adventures of Tintin
tt0983946,nm0671567,actor,"[""Mr. Roarke""]",Michael Peña,Fantasy Island
tt0983946,nm0740264,actor,"[""Damon""]",Michael Rooker,Fantasy Island
tt0984200,nm0532193,actor,"[""Terrence Butcher""]",Matthew Macfadyen,Incendiary
tt0985058,nm0001745,actor,"[""Ralph Parker""]",Stellan Skarsgård,Metropia
tt0988045,nm0000375,actor,"[""Sherlock Holmes""]",Robert Downey Jr.,Sherlock Holmes
tt0988045,nm0000179,actor,"[""Dr. John Watson""]",Jude Law,Sherlock Holmes
tt0988045,nm1046097,actress,"[""Irene Adler""]",Rachel McAdams,Sherlock Holmes
tt0988047,nm0000332,actor,"[""Samir Horn""]",Don Cheadle,Traitor
tt0988595,nm0339460,actress,"[""Casey""]",Judy Greer,27 Dresses
tt0990407,nm1092086,actor,"[""Scanlon""]",David Harbour,The Green Hornet
tt0991174,nm0719637,actor,"[""Sam""]",Jeremy Renner,Ingenious
tt0992928,nm0272173,actor,"[""Sergeant Connor""]",Colm Feore,Serveuses demandées
tt0993840,nm1176985,actor,"[""Scott Ward""]",Dave Bautista,Army of the Dead
tt0993842,nm0000949,actress,"[""Marissa Wiegler""]",Cate Blanchett,Hanna
tt0993846,nm0269463,actor,"[""Manny Riskin""]",Jon Favreau,The Wolf of Wall Street
tt0995845,nm0000620,actor,"[""Maxwell""]",Mickey Rourke,The Courier
tt0995854,nm0430107,actor,"[""Charles King""]",Michael B. Jordan,A Journal for Jordan
tt1001520,nm2810287,actor,"[""Wojchek""]",David Dastmalchian,The Last Voyage of the Demeter
tt10055028,nm0000204,actress,"[""Narrator""]",Natalie Portman,Dolphin Reef
tt10059518,nm0000128,actor,"[""Man""]",Russell Crowe,Unhinged
tt1007018,nm0000313,actor,"[""Kyle""]",Jeff Bridges,The Open Road
tt1007032,nm0342029,actor,"[""Joe Romano""]",Frank Grillo,iMurders
tt1007950,nm0134072,actor,"[""Lee Vivyan""]",Bobby Cannavale,Diminished Capacity
tt10111198,nm5837211,actor,"[""Michael""]",Austin Freeman,Happy Thanksgiving
tt10118064,nm1018245,actor,"[""Mukul Rastogi""]",Mohan Kapur,377 AbNormal
tt10121392,nm0134072,actor,"[""The King""]",Bobby Cannavale,Thunder Force
tt10121392,nm2962353,actress,"[""Laser""]",Pom Klementieff,Thunder Force
tt10126136,nm2333360,actress,"[""Caitlin""]",Zara Phythian,Tribal Get Out Alive
tt1012804,nm0252230,actor,"[""Mike Terry""]",Chiwetel Ejiofor,Redbelt
tt1013752,nm0004874,actor,"[""Dominic Toretto""]",Vin Diesel,Fast & Furious
tt10151854,nm1157048,actor,"[""Shazam""]",Zachary Levi,Shazam! Fury of the Gods
tt10171472,nm0000474,actor,"[""Andy""]",Michael Keaton,Goodrich
tt1018765,nm1107001,actor,"[""Ben""]",Anthony Mackie,Our Brand Is Crisis
tt10192406,nm3109964,actor,"[""James""]",Brian Tyree Henry,Causeway
tt1019452,nm0836121,actor,"[""Larry Gopnik""]",Michael Stuhlbarg,A Serious Man
tt1020558,nm1385871,actress,"[""Etain""]",Olga Kurylenko,Centurion
tt10207710,nm0342029,actor,"[""Duke""]",Frank Grillo,The Gateway
tt1020979,nm2204178,actor,"[""El Araña""]",Tenoch Huerta,Nesio
tt1022603,nm0163988,actor,"[""Vance""]",Clark Gregg,500 Days of Summer
tt10228134,nm0001804,actor,"[""Dr. Munchin""]",Stanley Tucci,Jolt
tt10228134,nm0134072,actor,"[""Detective Vicars""]",Bobby Cannavale,Jolt
tt1023111,nm0005023,actor,"[""Jean Roqua""]",Djimon Hounsou,Never Back Down
tt1023342,nm0000291,actress,"[""Rieta Cole""]",Angela Bassett,Of Boys and Men
tt1023441,nm0586568,actor,"[""Igor Stravinsky""]",Mads Mikkelsen,Coco Chanel & Igor Stravinsky
tt10242388,nm1526352,actress,"[""Lisa Spann""]",Jaimie Alexander,Last Seen Alive
tt1024715,nm0005377,actor,"[""Victor Mancini""]",Sam Rockwell,Choke
tt1025100,nm0938950,actor,"[""Baron""]",Benedict Wong,Gemini Man
tt10268488,nm0000128,actor,"[""Arthur Coates""]",Russell Crowe,The Greatest Beer Run Ever
tt10272386,nm0000164,actor,"[""Anthony""]",Anthony Hopkins,The Father
tt10275534,nm0578853,actor,"[""Lammark""]",Ben Mendelsohn,To Catch a Killer
tt1027718,nm0000140,actor,"[""Gordon Gekko""]",Michael Douglas,Wall Street: Money Never Sleeps
tt1027862,nm0001804,actor,"[""Martin Fox""]",Stanley Tucci,Swing Vote
tt10288566,nm0586568,actor,"[""Martin""]",Mads Mikkelsen,Another Round
tt10293406,nm1212722,actor,"[""Phil Burbank""]",Benedict Cumberbatch,The Power of the Dog
tt1029360,nm0005377,actor,"[""Eric Bowen""]",Sam Rockwell,Poltergeist
tt1029385,nm0046223,actor,"[""Kamal""]",Sayed Badreya,Tied to a Chair
tt10298810,nm0262635,actor,"[""Buzz Lightyear""]",Chris Evans,Lightyear
tt10298810,nm0169806,actor,"[""Mo Morrison""]",Taika Waititi,Lightyear
tt10304142,nm0000288,actor,"[""Burt Berendsen""]",Christian Bale,Amsterdam
tt10322172,nm2962353,actress,"[""Loise""]",Pom Klementieff,Hacker's Game Redux
tt10327252,nm2204178,actor,"[""Juan""]",Tenoch Huerta,The Forever Purge
tt1032755,nm0252961,actor,"[""Mumbles""]",Idris Elba,RocknRolla
tt1032825,nm0000204,actress,"[""Emilia""]",Natalie Portman,The Other Woman
tt10333426,nm0000161,actress,"[""Isabel Clemens""]",Salma Hayek,Bliss
tt10342730,nm0000168,actor,"[""Marcus Banks""]",Samuel L. Jackson,Spiral
tt10343028,nm0000164,actor,"[""Grandpa Aaron Rabinowitz""]",Anthony Hopkins,Armageddon Time
tt1034306,nm0507207,actor,"[""Pastor Ross""]",Gary Lewis,Dorothy Mills
tt1034385,nm0829032,actor,"[""Gruner""]",Ray Stevenson,Cold Skin
tt1034415,nm0842770,actress,"[""Dr. Klemperer""]",Tilda Swinton,Suspiria
tt1034415,nm0842770,actress,"[""Madame Blanc""]",Tilda Swinton,Suspiria
tt1034415,nm0842770,actress,"[""Helena Markos""]",Tilda Swinton,Suspiria
tt10346674,nm0846687,actor,"[""Baha Walad""]",Faran Tahir,Lamya's Poem
tt10353588,nm0757855,actress,"[""Esmee""]",Zoe Saldana,The Absence of Eden
tt10353588,nm0757855,actress,"[""Carmen""]",Zoe Saldana,The Absence of Eden
tt10370822,nm0038355,actor,"[""Tanaka Naoki""]",Tadanobu Asano,Detective Chinatown 3
tt1037705,nm0829032,actor,"[""Redridge""]",Ray Stevenson,The Book of Eli
tt1038686,nm0079273,actor,"[""Michael""]",Paul Bettany,Legion
tt10399872,nm10128408,actress,"[""Mica""]",Emma Corrin,Cesare
tt1041829,nm0005351,actor,"[""Andrew Paxton""]",Ryan Reynolds,The Proposal
tt1043726,nm0012078,actor,"[""King Amphitryon""]",Scott Adkins,The Legend of Hercules
tt10449052,nm0342029,actor,"[""Bill Greer""]",Frank Grillo,No Man's Land
tt10451852,nm6328300,actor,"[""Will""]",Winston Duke,Nine Days
tt10451852,nm0938950,actor,"[""Kyo""]",Benedict Wong,Nine Days
tt10451914,nm1107001,actor,"[""Leo""]",Anthony Mackie,Outside the Wire
tt1045658,nm0177896,actor,"[""Pat""]",Bradley Cooper,Silver Linings Playbook
tt1046173,nm0001172,actor,"[""McCullen""]",Christopher Eccleston,G.I. Joe: The Rise of Cobra
tt1046173,nm0001172,actor,"[""Destro""]",Christopher Eccleston,G.I. Joe: The Rise of Cobra
tt1047011,nm0001172,actor,"[""James""]",Christopher Eccleston,Unfinished Song
tt1047494,nm0000291,actress,"[""Brenda""]",Angela Bassett,Meet the Browns
tt1047540,nm0000673,actress,"[""Alice Simmons""]",Marisa Tomei,Parental Guidance
tt1049406,nm0000313,actor,"[""Narrator""]",Jeff Bridges,Pablo
tt10514222,nm1569276,actor,"[""Levee""]",Chadwick Boseman,Ma Rainey's Black Bottom
tt1051909,nm0038355,actor,"[""Shibasaki""]",Tadanobu Asano,Mt. Tsurugidake
tt1053424,nm0000179,actor,"[""Remy""]",Jude Law,Repo Men
tt1054631,nm0488953,actress,"[""Suzy Decker""]",Brie Larson,House Broken
tt10548174,nm1093951,actor,\N,Aaron Taylor-Johnson,28 Years Later
tt10550884,nm6124994,actor,"[""Yong Hoo""]",Park Seo-joon,The Divine Fury
tt10551654,nm0134072,actor,"[""Bobby""]",Bobby Cannavale,Under the Boardwalk
tt10577854,nm0002073,actor,"[""Ion""]",Lou Ferrigno,Surge of Dawn
tt1058017,nm0004950,actress,"[""Anna McDoogles""]",Jennifer Garner,The Invention of Lying
tt1059786,nm1107001,actor,"[""Major William Bowman""]",Anthony Mackie,Eagle Eye
tt10644372,nm0915989,actor,"[""Minister""]",Hugo Weaving,Lone Wolf
tt10646310,nm0000474,actor,"[""Narrator""]",Michael Keaton,Wings Over Water
tt10648342,nm1165110,actor,"[""Thor""]",Chris Hemsworth,Thor: Love and Thunder
tt10648342,nm0000204,actress,"[""Jane Foster""]",Natalie Portman,Thor: Love and Thunder
tt10648342,nm0000204,actress,"[""The Mighty Thor""]",Natalie Portman,Thor: Love and Thunder
tt10648342,nm0000288,actor,"[""Gorr""]",Christian Bale,Thor: Love and Thunder
tt10648342,nm1935086,actress,"[""King Valkyrie""]",Tessa Thompson,Thor: Love and Thunder
tt10648342,nm0169806,actor,"[""Korg""]",Taika Waititi,Thor: Love and Thunder
tt10648342,nm0169806,actor,"[""Old Kronan God""]",Taika Waititi,Thor: Love and Thunder
tt10648342,nm0000128,actor,"[""Zeus""]",Russell Crowe,Thor: Love and Thunder
tt10648342,nm1526352,actress,"[""Sif""]",Jaimie Alexander,Thor: Love and Thunder
tt10648342,nm0252961,actor,"[""Heimdall""]",Idris Elba,Thor: Love and Thunder
tt10648342,nm0695435,actor,"[""Peter Quill""]",Chris Pratt,Thor: Love and Thunder
tt10648342,nm0695435,actor,"[""Star-Lord""]",Chris Pratt,Thor: Love and Thunder
tt10648342,nm1176985,actor,"[""Drax""]",Dave Bautista,Thor: Love and Thunder
tt10657812,nm0038355,actor,"[""Lt. Sako""]",Tadanobu Asano,Labyrinth of Cinema
tt10665338,nm0339460,actress,"[""Karen""]",Judy Greer,Halloween Kills
tt10669888,nm3229685,actor,"[""Ricky""]",Kit Harington,Blood for Dust
tt1067104,nm1212722,actor,"[""Henry Clark""]",Benedict Cumberbatch,Burlesque Fairytales
tt10676048,nm0488953,actress,"[""Carol Danvers""]",Brie Larson,The Marvels
tt10676048,nm0488953,actress,"[""Captain Marvel""]",Brie Larson,The Marvels
tt10676048,nm3500582,actress,"[""Monica Rambeau""]",Teyonah Parris,The Marvels
tt10676048,nm11940123,actress,"[""Kamala Khan""]",Iman Vellani,The Marvels
tt10676048,nm11940123,actress,"[""Ms. Marvel""]",Iman Vellani,The Marvels
tt10676048,nm0000168,actor,"[""Nick Fury""]",Samuel L. Jackson,The Marvels
tt10676048,nm1534698,actress,"[""Dar-Benn""]",Zawe Ashton,The Marvels
tt10676048,nm0507207,actor,"[""Emperor Dro'ge""]",Gary Lewis,The Marvels
tt10676048,nm6124994,actor,"[""Prince Yan""]",Park Seo-joon,The Marvels
tt10676048,nm2801210,actress,"[""Muneeba Khan""]",Zenobia Shroff,The Marvels
tt10676048,nm1018245,actor,"[""Yusuf Khan""]",Mohan Kapur,The Marvels
tt10676048,nm5248294,actor,"[""Aamir Khan""]",Saagar Shaikh,The Marvels
tt1068680,nm0177896,actor,"[""Peter""]",Bradley Cooper,Yes Man
tt10687116,nm5637553,actress,"[""Carmen""]",Laura Harrier,Entergalactic
tt10687506,nm1212722,actor,"[""Louis Wain""]",Benedict Cumberbatch,The Electrical Life of Louis Wain
tt10687506,nm0429363,actor,"[""Sir William Ingram""]",Toby Jones,The Electrical Life of Louis Wain
tt10712788,nm1385871,actress,"[""Elsa""]",Olga Kurylenko,Fox Hunt
tt1071875,nm0252961,actor,"[""Moreau""]",Idris Elba,Ghost Rider: Spirit of Vengeance
tt10731256,nm6073955,actress,"[""Alice""]",Florence Pugh,Don't Worry Darling
tt10731256,nm2110418,actress,"[""Shelley""]",Gemma Chan,Don't Worry Darling
tt1073241,nm0000291,actress,"[""Bonnie Benjamin""]",Angela Bassett,Nothing But the Truth
tt10740926,nm0252230,actor,"[""Skeet Douglas""]",Chiwetel Ejiofor,Rob Peace
tt10767052,nm0169806,actor,"[""American Samoan Priest""]",Taika Waititi,Next Goal Wins
tt1078600,nm2204178,actor,"[""David""]",Tenoch Huerta,Walking Vengeance
tt1078885,nm0695435,actor,"[""Lester Watts""]",Chris Pratt,Deep in the Valley
tt1078940,nm0269463,actor,"[""Joey""]",Jon Favreau,Couples Retreat
tt1079980,nm1072555,actress,"[""Beautiful Woman""]",Morena Baccarin,Death in Love
tt10808832,nm2110418,actress,"[""Karen""]",Gemma Chan,Let Them All Talk
tt1082599,nm0012078,actor,"[""Carl""]",Scott Adkins,Stag Night
tt1082601,nm0005024,actor,"[""Harvey Boarden""]",Terrence Howard,Fighting
tt1082807,nm2810287,actor,"[""Lonny Crane""]",David Dastmalchian,The Belko Experiment
tt1083450,nm1093951,actor,"[""Danny""]",Aaron Taylor-Johnson,Dummy
tt1083452,nm0413168,actor,"[""Bronson Peary""]",Hugh Jackman,Eddie the Eagle
tt1084950,nm1659221,actor,"[""Walter""]",Sebastian Stan,Rachel Getting Married
tt1084950,nm1659221,actor,"[""Bowtie Party Guest""]",Sebastian Stan,Rachel Getting Married
tt10872600,nm4043618,actor,"[""Peter Parker""]",Tom Holland,Spider-Man: No Way Home
tt10872600,nm4043618,actor,"[""Spider-Man""]",Tom Holland,Spider-Man: No Way Home
tt10872600,nm3918035,actress,"[""MJ""]",Zendaya,Spider-Man: No Way Home
tt10872600,nm1212722,actor,"[""Doctor Strange""]",Benedict Cumberbatch,Spider-Man: No Way Home
tt10872600,nm8188622,actor,"[""Ned Leeds""]",Jacob Batalon,Spider-Man: No Way Home
tt10872600,nm0269463,actor,"[""Happy Hogan""]",Jon Favreau,Spider-Man: No Way Home
tt10872600,nm0004937,actor,"[""Max Dillon""]",Jamie Foxx,Spider-Man: No Way Home
tt10872600,nm0004937,actor,"[""Electro""]",Jamie Foxx,Spider-Man: No Way Home
tt10872600,nm0000353,actor,"[""Norman Osborn""]",Willem Dafoe,Spider-Man: No Way Home
tt10872600,nm0000353,actor,"[""Green Goblin""]",Willem Dafoe,Spider-Man: No Way Home
tt10872600,nm0000547,actor,"[""Dr. Otto Octavius""]",Alfred Molina,Spider-Man: No Way Home
tt10872600,nm0000547,actor,"[""Doc Ock""]",Alfred Molina,Spider-Man: No Way Home
tt10872600,nm0938950,actor,"[""Wong""]",Benedict Wong,Spider-Man: No Way Home
tt10872600,nm1727825,actor,"[""Flash Thompson""]",Tony Revolori,Spider-Man: No Way Home
tt1087527,nm0000973,actor,"[""Len Bonner""]",Benjamin Bratt,Trucker
tt1091722,nm0005351,actor,"[""Mike Connell""]",Ryan Reynolds,Adventureland
tt1091821,nm0000474,actor,"[""Noah""]",Michael Keaton,Noah
tt10931784,nm0880081,actress,"[""Kathleen""]",Leslie Uggams,Nanny
tt10933680,nm0012078,actor,"[""French""]",Scott Adkins,Debt Collectors
tt1093902,nm1107001,actor,"[""Buddy Bolden""]",Anthony Mackie,Louis
tt1093902,nm0740264,actor,"[""Pat McMurphy""]",Michael Rooker,Louis
tt1093908,nm0004753,actress,"[""Alicia Billington""]",Leslie Bibb,Confessions of a Shopaholic
tt10954600,nm0748620,actor,"[""Scott Lang""]",Paul Rudd,Ant-Man and the Wasp: Quantumania
tt10954600,nm0748620,actor,"[""Ant-Man""]",Paul Rudd,Ant-Man and the Wasp: Quantumania
tt10954600,nm1431940,actress,"[""Hope Van Dyne""]",Evangeline Lilly,Ant-Man and the Wasp: Quantumania
tt10954600,nm1431940,actress,"[""The Wasp""]",Evangeline Lilly,Ant-Man and the Wasp: Quantumania
tt10954600,nm0000140,actor,"[""Dr. Hank Pym""]",Michael Douglas,Ant-Man and the Wasp: Quantumania
tt10954600,nm1015684,actor,"[""M.O.D.O.K.""]",Corey Stoll,Ant-Man and the Wasp: Quantumania
tt10954984,nm2257207,actor,"[""OJ Haywood""]",Daniel Kaluuya,Nope
tt10974574,nm0038355,actor,"[""Masahisa Fukase""]",Tadanobu Asano,Ravens
tt10999120,nm0005351,actor,"[""Clint Briggs""]",Ryan Reynolds,Spirited
tt1100089,nm0749263,actor,"[""David Schultz""]",Mark Ruffalo,Foxcatcher
tt1100119,nm0000652,actor,"[""Mr. Black""]",James Spader,Shorts
tt1100119,nm0993507,actress,"[""Stacey Thompson""]",Kat Dennings,Shorts
tt11012066,nm3008739,actor,"[""Jeff McKenzie""]",Rob Delaney,Home Sweet Home Alone
tt11024272,nm0004753,actress,"[""Phyliss""]",Leslie Bibb,The Babysitter: Killer Queen
tt1103273,nm0339460,actress,"[""Laura""]",Judy Greer,Peep World
tt1103275,nm0000569,actress,"[""Michelle Rausch""]",Gwyneth Paltrow,Two Lovers
tt1104001,nm0000313,actor,"[""Kevin Flynn""]",Jeff Bridges,Tron: Legacy
tt1104001,nm0000313,actor,"[""Clu""]",Jeff Bridges,Tron: Legacy
tt11052678,nm4004793,actress,"[""June Gibbons""]",Letitia Wright,The Silent Twins
tt11057644,nm0000621,actor,"[""Santa Claus""]",Kurt Russell,The Christmas Chronicles: Part Two
tt1106860,nm1165110,actor,"[""Sam Phelan""]",Chris Hemsworth,Ca$h
tt1109477,nm0252961,actor,"[""Larry""]",Idris Elba,The Human Contract
tt1109574,nm1092086,actor,"[""Joel""]",David Harbour,Between Us
tt1111948,nm0000168,actor,"[""Louis Hinds""]",Samuel L. Jackson,Soul Men
tt11138292,nm0012078,actor,\N,Scott Adkins,Real Men
tt11138292,nm2333360,actress,\N,Zara Phythian,Real Men
tt11138512,nm0000353,actor,"[""Heimir the Fool""]",Willem Dafoe,The Northman
tt11145118,nm0430107,actor,"[""Adonis Creed""]",Michael B. Jordan,Creed III
tt11145118,nm1935086,actress,"[""Bianca Creed""]",Tessa Thompson,Creed III
tt1114740,nm0134072,actor,"[""Cmdr. James Kent""]",Bobby Cannavale,Paul Blart: Mall Cop
tt11152168,nm0005351,actor,"[""Cal""]",Ryan Reynolds,IF
tt11155912,nm0880081,actress,"[""Joanna""]",Leslie Uggams,The Ravine
tt11169050,nm0001804,actor,"[""Tusker""]",Stanley Tucci,Supernova
tt11186952,nm0625789,actor,"[""Torb""]",Tim Blake Nelson,Ghosts of the Ozarks
tt11196036,nm0000353,actor,"[""Gordo""]",Willem Dafoe,The Card Counter
tt1119646,nm0177896,actor,"[""Phil""]",Bradley Cooper,The Hangover
tt11197858,nm0000906,actress,"[""Narrator""]",Annette Bening,A Towering Task: The Story of the Peace Corps
tt1120944,nm1282966,actor,"[""Sunday Umankwe""]",O-T Fagbenle,Radio Cape Cod
tt1121096,nm0000313,actor,"[""Master Gregory""]",Jeff Bridges,Seventh Son
tt1121096,nm3229685,actor,"[""Mr. Bradley""]",Kit Harington,Seventh Son
tt1121096,nm0005023,actor,"[""Radu""]",Djimon Hounsou,Seventh Son
tt11214590,nm0000161,actress,"[""Pina Auriemma""]",Salma Hayek,House of Gucci
tt1121977,nm0000906,actress,"[""Karen""]",Annette Bening,Mother and Child
tt1121977,nm0000168,actor,"[""Paul""]",Samuel L. Jackson,Mother and Child
tt11240348,nm0000128,actor,"[""Anthony Miller""]",Russell Crowe,The Exorcism
tt1124035,nm0000673,actress,"[""Ida Horowicz""]",Marisa Tomei,The Ides of March
tt1124061,nm0000291,actress,"[""Narrator""]",Angela Bassett,Why We Laugh: Black Comedians on Black Comedy
tt11242654,nm0000156,actor,"[""Jeff Harris""]",Jeff Goldblum,They Shot the Piano Player
tt1125849,nm0000620,actor,"[""Randy 'The Ram' Robinson""]",Mickey Rourke,The Wrestler
tt1125849,nm0000673,actress,"[""Cassidy""]",Marisa Tomei,The Wrestler
tt1126591,nm0001804,actor,"[""Sean""]",Stanley Tucci,Burlesque
tt1126618,nm1046097,actress,"[""Becky""]",Rachel McAdams,Morning Glory
tt11274492,nm0740264,actor,"[""Agent Oldham""]",Michael Rooker,The Out-Laws
tt11278608,nm0005024,actor,"[""Lamont Robbins""]",Terrence Howard,The Walk
tt11284502,nm1431940,actress,"[""Annie Ray""]",Evangeline Lilly,South of Heaven
